48	24	89	64	63	65	66	56	29	65	7	78
78	14	88	31	16	56	46	58	93	10	69	97
64	36	29	21	32	12	3	65	61	47	45	50
86	70	36	26	63	91	62	24	89	13	72	21
25	44	79	29	31	82	98	46	36	1	13	60
75	20	55	91	93	7	24	61	36	57	67	17
39	23	76	49	58	16	69	48	80	50	98	79
2	63	92	88	94	20	57	100	69	79	100	75
71	79	67	88	4	29	48	21	11	9	15	20
65	0	80	50	15	39	86	34	45	3	53	21
5	70	42	73	88	18	9	62	28	30	4	70
31	82	0	55	48	36	0	0	64	39	60	40
84	46	89	35	70	17	17	95	95	16	20	45
66	4	59	99	100	74	27	33	98	69	88	89
97	25	70	42	24	71	57	42	52	0	56	51
10	25	2	60	93	37	93	1	42	81	19	94
27	42	83	52	7	86	57	2	100	35	34	42
38	81	13	68	57	6	92	96	78	55	64	29
11	0	4	61	4	43	20	30	92	88	8	39
28	51	21	73	48	5	8	60	79	13	15	46
49	2	23	64	4	85	40	27	78	57	33	28
87	12	36	33	93	90	68	75	43	80	24	63
79	7	76	61	21	70	78	43	35	15	57	87
35	28	94	40	1	41	18	96	47	27	29	27
97	12	97	40	18	38	17	18	67	23	73	93
70	31	40	97	62	45	83	60	99	91	98	71
93	12	76	67	64	64	58	24	18	76	96	46
14	27	73	33	11	24	0	86	27	83	2	47
